,categorie,nom_recette,ingredients,preparation,nb_etape
553,dessert,Crumble aux framboises,"['125 g de farine', ' 75 g de sucre', ' 50 g de sucre roux', ' 100 g de beurre', ' 400 g de framboise']"," Préchauffez le four à 180°C (thermostat 6). Coupez le beurre en petits morceaux. Dans une terrine, mélangez la farine et les sucres. Ajoutez le beurre et émiettez le mélange du bout des doigts jusqu'à ce que la pâte ait la consistance de la chapelure. Disposez les framboises dans un plat allant au four. Recouvrez-les de la pâte. Enfournez environ 35 min. Laissez refroidir un peu avant de déguster tiède ou froid.",6
554,dessert,Tourteau fromager du Poitou,"['250 g de farine', ' 150 g de beurre', ' 1 jaune doeuf', ' 250 g de fromage de chèvre frais ', ' 5 oeuf entiers ', ' 150 g de sucre en poudre', ' lait', ' 2 cuillère à soupe de fécule de pomme de terre', ' sel fin ']"," Attente : 1h Préparer d'abord une pâte brisée avec la farine, 125 g de beurre, le jaune d'œuf, 1 pincée de sel et 1 ou 2 cuillerées à soupe d'eau. ramasser la pâte en boule et l'envelopper dans un film alimentaire pour la laisser reposer pendant 1 heure au moins. Pendant ce temps, laisser le fromage de chèvre frais s'égoutter soigneusement.   Mettre le fromage de chèvre dans une terrine. Casser les œufs et séparer les blancs des jaunes. Battre le fromage blanc avec 125 g de sucre en poudre et 1 ou 2 cuillerées à soupe de lait jusqu'à consistance homogène et onctueuse. Incorporer ensuite les jeunes d'œufs et la fécule en mélangeant intimement. Par ailleurs, battre les blancs d'œufs en neige très ferme avec le reste du sucre en poudre. Les incorporer ensuite délicatement à la préparation précédente. On peut parfumer le tout avec un trait d'essence de vanille, un peu de cognac ou d'eau de fleur d'oranger. Beurrer le moule avec le reste du beurre, soit un moule spécial à tourteau, à fond arrondi, soit un moule à manqué rond.  Abaisser la pâte brisée et en garnir le moule. Verser la préparation au fromage frais dessus et lisser la surface de la pâte avec une spatule, très délicatement. Faire cuire dans le four à 180°C pendant 50 minutes environ, jusqu'à ce que le dessus se soulève en forme de dôme et brunisse de manière homogène.  Sortir le tourteau du four, le laisser refroidir et le démouler.",6
580,dessert,Crinkles au chocolat,"['50 g de beurre demi-sel', ' 200 g de chocolat noir à 70% ', ' 2 oeuf', ' 100 g de sucre en poudre', ' 1 cuillère à café rase de vanille en poudre ', ' 210 g de farine', ' 1 pincée de sel', ' 1 cuillère à café rase de levure chimique', ' sucre glace']"," Au bain marie, faire fondre : le beurre et le chocolat noir. Pendant ce temps, faire mousser et monter en volume les œufs, le sucre et la vanille au batteur à vitesse maximum. Mélanger les 2 appareils.  Peser et tamiser ensemble : Farine + sel + levure chimique. Les ajouter au mélange et mélanger 15 secondes au batteur. Filmer le mélange et le laisser refroidir au frigo 1heure.  Préchauffer votre four à 170°C (thermostat 5-6).  Préparer une assiette creuse avec un fond de sucre glace. Faites des petites boules de la taille d'une petite noix et les rouler dans le sucre glace. Les déposer sur une grille et les cuire 12 minutes au four.",10
582,dessert,Mini Bounty,"['100 g de chocolat au lait', ' 100 g de noix de coco', ' 75 g de sucre', ' 1 oeuf']"," Mélanger la noix de coco, le sucre et l'œuf jusqu'à l'obtention d'une pâte relativement compacte. Former des petits pavés à partir de cette pâte. Les poser sur du papier cuisson et faire cuire au four 10 min sur th.7. Sortir du four et faire refroidir sur une grille. Faire fondre le chocolat dans une casserole (ou au micro-onde) jusqu'à obtenir une pâte lisse. A l'aide d'une spatule ou de 2 fourchettes, faire rouler les pavés de coco dans le chocolat. Poser les pavés sur une feuille de papier cuisson. Mettre au frigo 1 heure.",8
583,dessert,Sacristains,"['pâte feuilletée à faire ou à acheter toute faite ', ' amande', ' 1 oeuf', ' sucre glace']"," Si on dispose d'une pâte feuilletée, rien n'est plus facile. Sinon, à vos tours ! Prendre une bande de pate feuilletée large comme la main, et épaisse de 3 mm. On dore à l'oeuf battu et on sème par-dessus des amandes hachées assez finement (mais non en poudre), et on saupoudre de sucre glace. Découper en tranches de la largeur d'un petit doigt, saisir ces bandes par les deux extrémités avec les deux mains et leur imprimer une torsion, de façon à leur donner la forme de tire-bouchons. Les poser sur plaque et cuire à four bien chaud.  Attention, 5 mn suffisent !",6
587,dessert,Moelleux au chocolat express et light,"['200 g de chocolat', ' 2 oeuf', ' 2 cuillère à soupe de sucre voire moins ', ' 1 cuillère à soupe de farine', ' 1 cuillère à soupe de beurre']"," Faire fondre le chocolat à feux doux avec un peu d'eau. Incorporer le beurre. Retirer du feux et laisser refroidir quelques instants. Préchauffer votre four à 220°C. Ajouter les oeufs, la farine et le sucre à la préparation. Verser le tout dans un moule à manquer (avec papier sulfurisé). Laisser cuire 20 min à 190-200°C (tester la cuisson avec un couteau, la préparation ne doit plus coller au couteau). Laisser refroidir au réfrigérateur. Servir très froid avec une crème anglaise ou un coulis de framboise.",5
588,dessert,Tarte au chocolat et caramel (au beurre salé),"['1 pâte sablée', ' 200 g de chocolat', ' 75 g de beurre salé ', ' 150 g de sucre', ' 20 cl de crème fraîche liquide']"," Faire un caramel en faisant fondre le beurre et le sucre.  Quand il est bien roux, retirer du feu, laisser refroidir un peu (pour éviter la formation de grumeaux).  Ajouter de la crème fraîche pour donner la consistance onctueuse au caramel (pas forcément toute la quantité, c’est selon vos goûts).  Ajouter ensuite le chocolat en morceaux qui fondra tout seul dans le mélange. Bien homogénéiser.  Verser sur la pâte que l’on à fait préalablement cuire à blanc (environ 25 mn à 180°C).  Mettre au frigo au moins deux heures.  Pour la déco et le goût vous pouvez rajouter dessus des fruits secs (amandes, noix, noisettes, pistaches).",7
591,dessert,Mousse mascarpone et chocolat,"['200 g de mascarpone', ' 30 cl de crème fraîche', ' 3 cuillère à soupe de sucre semoule', ' 1 cuillère à soupe de sucre glace sucre impalpable ', ' 200 g de chocolat noir à 70% de cacao ']"," Mélanger le mascarpone avec le sucre semoule. Faire fondre le chocolat au bain-marie, puis l'incorporer au mélange précédent. Fouetter la crème fraîche avec le sucre glace jusqu'à fermeté. Mélanger la moitié de la crème à la préparation au mascarpone, puis mettre au frais. Avant de servir, recouvrir la mousse du restant de crème fouettée. Si opn le souhaite, on peut verser un trait d'alcool (cognac par exemple) et ajouter des biscuits réduits en poudre (spéculoos, macarons, amaretti par exemple).",6
592,dessert,Delicieux fondant au chocolat blanc super simple !,"['200 g de chocolat blanc', ' 150 g de sucre', ' 50 g de farine', ' 150 beurre découpé en dés ', ' 4 oeuf', ' 1 pincée de sel']"," Préchauffez le four à 180°C (thermostat 6). Mélangez le sucre avec les dés de beurre (grossièrement, ils ne se mélangeront pas bien, c'est normal) et ajoutez le chocolat préalablement fondu. Quand le mélange devient plus homogène, ajoutez 4 jaunes d'oeufs (gardez les blanc!!) puis la farine. Battez les blancs en neige avec une pincée de sel, puis incorporez-les à la préparation, de façon délicate. Versez dans un moule à tarte ou un moule carré préalablement beurré. Faire cuire 30 minutes à 180°C (thermostat 6).",6
600,dessert,Sablés du millionnaire,"['120 g de beurre mou demi-sel ou doux + une pincée de sel ', ' 180 g de farine', ' 1/2 cuillère à café de bicarbonate', ' 60 g de sucre fin', ' 120 g de sucre', ' 120 g de beurre', ' 1 boîte de lait concentré sucré 397g ', ' 2 cuillère à soupe de golden syrup que vous pouvez remplacer par du miel ou du sirop dérable ', ' 200 g de chocolat au lait ou noir ']"," Pour la couche de biscuit sablée : Amalgamez le beurre mou, la farine, le bicarbonate et le sucre, de sorte à ce que vous obteniez une sorte de chapelure, et formez une boule. Garnissez-en un moule carré ou rectangulaire recouvert de papier sulfurisé en remplissant au fur et à mesure avec la pâte car elle ne s'étale pas au rouleau. En fait il faut l'étaler directement dans le moule avec la paume de la main. Piquez avec une fourchette. Mettez à cuire à four chaud(200°C - thermostat 7) pendant 30 minutes environ. Surveillez tout de même la cuisson, il faut que le biscuit soit à peine doré. Pour le toffee : Dans une casserole, mettez tous les ingrédients et remuez. Une fois à ébullition, ne cessez pas de remuez pour ne pas que votre toffee attrape. Une fois qu'il se détache des parois, coupez le feu et nappez en immédiatement la couche de biscuit. Ne tardez pas, car il se fige très vite ! Pour la couche de chocolat : Mettez le chocolat à fondre au micro-ondes ou au bain-marie. Une fois ce dernier devenu liquide, nappez en le toffee. Ensuite avec un couteau bien aiguisé, coupez en petits carrés, et dégustez. Laissez le tout refroidir plusieurs heures au frigo.",11
605,dessert,Ramequins fondants au chocolat,"['120 g de chocolat noir + 8 carrés 5 g ', ' 3 oeuf', ' 80 g de sucre semoule', ' 35 g de beurre doux', ' 1 cuillère à soupe de farine']"," Faites fondre dans une casserole le chocolat et le beurre, en remuant régulièrement pour former une pâte homogène et onctueuse. Préchauffez le four à 210°C (thermostat 7).",
608,dessert,Palets bretons (facile),"['1 jaune doeuf', ' 60 g de beurre salé en pommade ', ' lait', ' 30 g de sucre', ' 75 g de farine tamisée ']"," Faire blanchir le jaune avec le sucre, incorporer le beurre, et verser une lichette de lait. Ajouter la farine, petit à petit, en mélangeant, et former une boule. Laisser reposer 30 min au réfrigérateur. Former un long bondin, et le laisser reposer 1 h au réfrigérateur. Découper une dizaine de palets dans le boudin, et les déposer sur une plaque recouverte de papier sulfurisé. Aplatir les palets avec la paume de la main, et badigeonner chaque palet de lait. Tracer des croisillons à la fourchette sur la surface des palets, et enfourner pendant 15 à 20 min environ à 200°C (th 6-7), de façon à ce que la surface des palets soit bien dorée.",8
610,dessert,Confiture de cassis,"['4.1 kg de cassis égrené ', ' 2.05 kg de sucre bio ', ' 10 feuille de cassis']"," Rincer le cassis, le mettre dans une bassine en cuivre. Ajouter 4 verres d'eau, porter à ébullition. Laisser cuire 5 min. Passer le cassis dans la machine a épépiner les tomates ou un moulin a légumes (grille fine), enlever les feuilles. Peser le jus et la pulpe obtenue. Ajouter 500 g de sucre bio par kg de fruits. Laisser macérer toute la nuit. Porter à ébullition et laisser cuire a petit feu entre 30 min et une heure (suivant la quantité de fruits). Mettre en pots et les stériliser.",6
611,dessert,Petits palmiers faciles,"['1 pâte feuilletée', ' 60 g de sucre en poudre', ' 2 jaune doeuf']"," Etaler la pâte feuilletée. Parsemer de sucre. Rouler la pâte depuis deux côtés. C'est comme ça qe se forment les petits 'coeurs'! Couper en fines tranches, les poser sur une plaque allant au four (sur du papier sulfurisé si votre plaque n'est pas anti-adhésive) et recouvrir  de jaune d'oeuf. Enfourner 15 mn au four préchauffé à thermostat 6 (180°C).",4
612,dessert,Marquise au chocolat,"['250 g de chocolat noir', ' 100 g de sucre', ' 200 g de beurre doux', ' 6 oeuf']"," Faire fondre le chocolat, y incorporer le sucre, les jaunes d'oeufs et le beurre. Travailler le tout en crème. Y ajouter les blancs battus en neige ferme. Verser le tout dans un moule à cake. Mettre au congélateur au moins 48 heures. Démouler et servir avec de la crème anglaise.",4
614,dessert,Pudding de pain vanillé au chocolat,"['500 g de pain rassis ', ' 1 l de lait', ' 4 oeuf', ' 120 g de sucre roux', ' 2 paquet de sucre vanillé', ' 200 g de chocolat au lait dessert ', ' 1 pincée de sel']"," Préchauffer le four 10 min à th 7 (210°C).  Faire chauffer le lait 5 min au micro-ondes, puissance maximale. Couper le pain en gros dés. Les mettre dans une grande terrine. Ajouter les sucres et le sel au lait bouillant.  Verser le lait sur le pain. Bien mélanger en écrasant.  Quand le mélange est homogène, battre les oeufs en omelette et les verser sur le pain imbibé de lait. Bien mélanger.  Casser le chocolat au lait en morceaux. L'ajouter au pain.  Beurrer et sucrer un moule à cake de 30 cm.  Mettre la préparation dedans.  Enfourner 25 min à th 7 (210°C). Déguster tiède (le chocolat est coulant!) ou froid.",10
616,dessert,Tiramisu aux fraises Tagada,"['400 g de fraises tagada® ® ', ' 3 oeuf', ' 500 g de mascarpone', ' 1 paquet de biscuit roses de reims pour la couleur ou de boudoirs ', ' 3 cl de sirop de grenadine ', ' 5 cl de lait']", Faire fondre 200 g de fraises tagada dans 5 cl de lait en remuant. Laisser tiédir en remuant de temps en temps. Ajouter à la préparation 3 jaunes d'oeuf. Fouetter quelques minutes au batteur électrique. Ajouter le mascarpone. Fouetter Battre les blancs en neige ferme et les ajouter à la préparation. Préparer un sirop de grenadine (pas trop sucré) Tremper les biscuits un à un dans le sirop et les déposer dans le fond du plat. Ajouter une couche épaisse de préparation aux  bonbons. Continuer avec une couche de biscuits et recouvrir du restant de crème. Disposer sur le dessus les fraises restantes en les ayant préalablement coupées en deux. Fait le bonheur des enfants ce dessert.,12
617,dessert,Flan de pain rassis,"['3 oeuf', ' 80 g de sucre', ' 1 sachet de sucre vanillé', ' 1 cuillère à café de fleur doranger', ' 125 g de pain rassi ', ' 80 g de beurre', ' 75 cl de lait']"," Couper le pain rassis en fines tranches. Le mettre dans un plat et ajouter le lait tiède. Mettre suffisamment de lait pour que le pain ait absorbé le liquide, sans non plus qu'il soit submergé. Ajouter le sucre, le beurre fondu et les jaunes d'oeufs. Ajouter le sucre vanillé et de la fleur d'oranger (ou pour ce qui préfèrent du rhum). Battre les blancs en neige et ajouter au mélange. Enfourner dans un four chaud pendant 30 min à 180°C (thermostat 6).",6
